Subject_ID_D,device_id,local_hour,valid_chunks,valid_minutes,mean_dynamic_magnitude,median_dynamic_magnitude,very_low_lt_0_3hz_candidate_minutes,very_low_lt_0_3hz_mean_power_ratio,handling_0_3_1hz_candidate_minutes,handling_0_3_1hz_mean_power_ratio,walking_like_1_3hz_candidate_minutes,walking_like_1_3hz_mean_power_ratio,vigorous_2_5_4hz_candidate_minutes,vigorous_2_5_4hz_mean_power_ratio,shaking_like_3_8hz_candidate_minutes,shaking_like_3_8hz_mean_power_ratio,high_freq_8_12hz_candidate_minutes,high_freq_8_12hz_mean_power_ratio
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,0,12,60.0,0.010070836402652427,0.006364101083521589,0.0,0.48265322277441863,0.0,0.2682034271384724,0.0,0.28462716127935334,0.0,0.0447737819083184,0.0,0.016866563216106755,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1,12,60.0,0.008583333742790984,0.006106591907257375,0.0,0.4714298977777913,0.0,0.26343996334837927,0.0,0.28878346517344594,0.0,0.04302148898538496,0.0,0.016800589848257285,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,2,12,60.0,0.00975131017752373,0.006442463334808135,0.0,0.4408127275209229,0.0,0.28468945976420834,0.0,0.315167294193298,0.0,0.04891593953434902,0.0,0.018559636101046714,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3,12,60.0,0.00881218738776829,0.006211619922863676,0.0,0.39081729519801045,0.0,0.3073425299330279,0.0,0.3205959425948926,0.0,0.049514966730981075,0.0,0.019615321812409835,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,4,12,60.0,0.008156917534954804,0.005774740356423003,0.0,0.3435532172492802,0.0,0.31234055208977507,0.0,0.33978205074460516,0.0,0.05387099918404233,0.0,0.020373919285245526,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,5,12,60.0,0.011907655475061571,0.006060617512733124,0.0,0.4088418550413482,0.0,0.27668175550477986,0.0,0.33329464029878336,0.0,0.052057662932260884,0.0,0.019511238361695063,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,6,12,60.0,0.16197942775535137,0.010711547068980032,5.0,0.48745643359238766,0.0,0.2606451050820454,0.0,0.29519848212403604,0.0,0.04987600782571949,0.0,0.020462350136963094,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,7,12,60.0,0.30072967771183995,0.02505662501581396,5.0,0.27866288331283445,5.0,0.29967533644662264,20.0,0.3962995517423395,0.0,0.06593708181329704,0.0,0.035221311526521214,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,8,11,55.0,0.14551133813278638,0.020596949360999872,5.0,0.46658169088903034,0.0,0.2766405419907023,5.0,0.3334692137566004,0.0,0.05508438659337187,0.0,0.021895081521364074,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,9,12,60.0,0.048951561398244296,0.012218892082262567,5.0,0.3051417298641312,0.0,0.33667763940754086,0.0,0.3385040603670366,0.0,0.05055403734579364,0.0,0.021960140138900408,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,10,12,60.0,0.4502194793475726,0.19116548773644793,45.0,0.4685038841490017,0.0,0.2522989628115346,5.0,0.2809534447384707,0.0,0.05663197592483885,0.0,0.04202125197083195,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,11,12,60.0,0.14530653926758572,0.06574586868948407,10.0,0.4065541366925037,0.0,0.2894255801115816,0.0,0.28410172940046485,0.0,0.05590000936957771,0.0,0.03414269540447074,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,12,12,60.0,0.38446764363277675,0.18494484476104134,40.0,0.4300037366180846,0.0,0.26651283442004997,10.0,0.3243163314990269,0.0,0.05971520912408954,0.0,0.037072590262110634,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,13,12,60.0,0.1760096805865192,0.007492792319231167,10.0,0.3377112849310226,0.0,0.3055435340250452,10.0,0.3605169485173081,0.0,0.06114120952024058,0.0,0.02622772722784887,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,14,12,60.0,0.10020038781024061,0.022501981528021187,5.0,0.3615176710820183,0.0,0.32138840511456773,0.0,0.3033153752941597,0.0,0.04945219848147389,0.0,0.02287513569109828,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,15,12,60.0,0.008541218554067054,0.00594725914836447,0.0,0.4778869574779929,0.0,0.27605904368307077,0.0,0.2866517095675554,0.0,0.04395008662647959,0.0,0.01747312339184826,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,16,12,60.0,0.12745864606633353,0.008437273271622914,15.0,0.3611563956512583,0.0,0.3010973443188251,0.0,0.3345882433708358,0.0,0.05233829029471528,0.0,0.022760067414007074,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,17,12,60.0,0.050715735171123044,0.007211252605060281,5.0,0.42323538023131824,0.0,0.27065615285071515,0.0,0.30930890358035074,0.0,0.05579387144073506,0.0,0.023568112853901826,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,18,12,60.0,0.186605715576145,0.0784790592579836,10.0,0.3925864950400457,0.0,0.2924174698886544,0.0,0.30024520203809746,0.0,0.06245074903495531,0.0,0.039354031949802616,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,19,12,60.0,0.06669024045953124,0.021917897236247263,0.0,0.37293303200202055,0.0,0.26064427342617363,0.0,0.293200068486961,0.0,0.08038536409597252,0.0,0.07801186980270101,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,20,12,60.0,0.010636675025419798,0.00662849813033084,0.0,0.4340055810067212,0.0,0.2745270984454861,0.0,0.3027419156359131,0.0,0.05458121927564049,0.0,0.023853986202864236,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,21,12,60.0,0.009866411977842602,0.006814635762729004,0.0,0.40993607207334865,0.0,0.2886589898680494,0.0,0.3175399401037331,0.0,0.05269451555593082,0.0,0.023142474884439056,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,22,12,60.0,0.06555970993434852,0.03388449174419028,0.0,0.36571504510980574,0.0,0.2873382227438183,0.0,0.3032387357103094,0.0,0.07049157909209668,0.0,0.051412324374840855,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,23,12,60.0,0.017171229665173492,0.006512500983478553,0.0,0.49470930729844426,0.0,0.26832757002397717,0.0,0.2616228053353745,0.0,0.03919922721836861,0.0,0.01566724124434639,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,0,12,60.0,0.0024247564252007953,0.0018224035831981844,0.0,0.3035081757231873,0.0,0.3011007977573869,0.0,0.41762523587581946,0.0,0.07397457790911158,0.0,0.033055013344265805,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1,12,60.0,0.002730442519437067,0.0018582602192580566,0.0,0.30758014303080694,0.0,0.3140585353756132,0.0,0.3854155285132517,0.0,0.06656598503833859,0.0,0.03179861733801569,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2,12,60.0,0.0022522846518860107,0.0018490577696015364,0.0,0.24074159511797302,0.0,0.31190324813811104,0.0,0.4347580983664843,0.0,0.07553146836072999,0.0,0.03351394025885471,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,3,12,60.0,0.002539938332045044,0.0017961869385176854,0.0,0.2827940955019335,0.0,0.2951262010257613,0.0,0.4362482177688651,0.0,0.07629298267810777,0.0,0.03483114796210462,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,4,12,60.0,0.010757344043448374,0.004023789651963927,0.0,0.49224000480503216,0.0,0.18558166653446787,0.0,0.21836320117512972,0.0,0.14031199522223617,0.0,0.19673724074763266,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,5,12,60.0,0.004122656478275338,0.003023740332425362,0.0,0.1419332954675416,0.0,0.16984914650073982,0.0,0.3515269267243441,0.0,0.2485656482724945,0.0,0.3334610255226385,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,6,12,60.0,0.00397925952757782,0.0026740197080323824,0.0,0.3529668414925237,0.0,0.18838209523776536,0.0,0.3304693163314481,0.0,0.15368545207347836,0.0,0.19424139620795378,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,7,12,60.0,0.04908665925654241,0.004155419533284466,0.0,0.39588986115133573,0.0,0.2952446423226665,0.0,0.29006493811792206,0.0,0.06250796604040439,0.0,0.04036010411903674,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,8,12,60.0,0.18008594803020825,0.005418882058469521,10.0,0.352439990883914,0.0,0.26723621988498203,0.0,0.3412815896225907,0.0,0.08114079066306133,0.0,0.06183537030482932,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,9,12,60.0,0.09217652986221116,0.03737033295724057,10.0,0.3216031160128517,0.0,0.2827514163177887,0.0,0.32908216790838707,0.0,0.0836468521277018,0.0,0.07373856881109371,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,10,12,60.0,0.10348629127553166,0.010411490423082537,10.0,0.2908330919575364,0.0,0.2399225432926337,0.0,0.3340945714673114,0.0,0.1498860414810365,0.0,0.16866919046196968,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,11,12,60.0,0.18880434098227916,0.008126556694135978,15.0,0.3751185585328937,0.0,0.18507951478986043,0.0,0.3006195348062845,0.0,0.15648418479267753,0.0,0.1916755661653413,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,12,12,60.0,0.1922804443949773,0.04722058615961622,20.0,0.42129314421566644,0.0,0.22056003465089016,0.0,0.3049942665618755,0.0,0.1089938507461,0.0,0.10404929138667418,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,13,12,60.0,0.005915178705571486,0.002029224829167564,0.0,0.40164629448698674,0.0,0.28985771366215735,0.0,0.34903562939432375,0.0,0.05833088469005108,0.0,0.02731442049370514,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,14,12,60.0,0.14560054121598062,0.015233630554829514,5.0,0.2825082843710891,0.0,0.26564971468803156,0.0,0.3592084462630493,0.0,0.11929605945431936,0.0,0.11853228554620758,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,15,12,60.0,0.05020907132018577,0.006041950102255278,5.0,0.3752936492348824,0.0,0.2692992366673584,0.0,0.30694230224942204,0.0,0.09101887030889623,0.0,0.08502160554998693,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,16,12,60.0,0.1804754062632947,0.007135685959278604,15.0,0.4256337899582705,0.0,0.2705103473739932,0.0,0.27229767084854267,0.0,0.07836023126272045,0.0,0.06938462662608418,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,17,12,60.0,0.079905119887006,0.0029713761946572603,10.0,0.3737011248523883,0.0,0.28997797015255006,0.0,0.28867312258226974,0.0,0.07642030355987174,0.0,0.06129061437280533,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,18,12,60.0,0.13660636268420215,0.03838213047179462,10.0,0.4862347013876431,0.0,0.23228564136262442,0.0,0.29462405827381904,0.0,0.07093419149995599,0.0,0.05456602671568286,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,19,12,60.0,0.015969945234203236,0.0018481685063749254,0.0,0.32058211107240564,0.0,0.2945803757156176,0.0,0.38204760058649856,0.0,0.06748119814491253,0.0,0.0313849588732748,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,20,12,60.0,0.013439679987964056,0.0018392922462537875,0.0,0.341350763318913,0.0,0.2672239178279578,0.0,0.37590972502052256,0.0,0.06393139405024317,0.0,0.028633736590464975,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,21,12,60.0,0.14134330905901657,0.021781083165441917,5.0,0.40312836783585215,0.0,0.2331149078839112,0.0,0.3333123828320211,0.0,0.09694311425506068,0.0,0.07760282520312221,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,22,12,60.0,0.06097723117115861,0.008738797431745216,0.0,0.3727820449561791,0.0,0.2523741953931122,0.0,0.30709727825546373,0.0,0.09556432175060764,0.0,0.08521818179568591,0.0,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,23,12,60.0,0.031604293869533485,0.011509387338012989,0.0,0.372986865085608,0.0,0.2561162778492961,0.0,0.3115607107282254,0.0,0.09673168167648287,0.0,0.09222957731629329,0.0,
